Charan,nTR,Prab
0717257,18511851,NonStandard
0717257,18501850,NonStandard
0717257,20302030,NonStandard
0717257,18531853,NonStandard
0717257,19811981,NonStandard
0717257,18521852,NonStandard
0717257,20082008,NonStandard
0717257,18551855,NonStandard
0717257,21862186,NonStandard
0717257,20322032,NonStandard
0717257,18561856,NonStandard
0717257,20132013,NonStandard
0717257,20152015,NonStandard
0717257,22432243,NonStandard
0717257,19191919,NonStandard
0717257,19261926,NonStandard
0717257,20052005,NonStandard
0717257,19151915,NonStandard
0717257,20092009,NonStandard
0717257,19161916,NonStandard
0717257,22372237,NonStandard
0717257,19171917,NonStandard
0717257,19181918,NonStandard
0717257,19251925,NonStandard
0717257,19241924,NonStandard
0717257,19231923,NonStandard
0717257,20112011,NonStandard
0717257,19201920,NonStandard
0717257,19211921,NonStandard
0717257,19221922,NonStandard
0717257,20072007,NonStandard
0717257,19771977,NonStandard
0717257,19931993,NonStandard
0717257,19911991,NonStandard
0717257,19481948,NonStandard
0717257,19891989,NonStandard
0717257,19861986,NonStandard
0717257,19851985,NonStandard
0717257,19491949,NonStandard
0717257,19501950,NonStandard
0717257,19511951,NonStandard
0717257,19821982,NonStandard
0717257,19521952,NonStandard
0717257,19991999,NonStandard
0717257,19781978,NonStandard
0717257,19951995,NonStandard
0717257,19761976,NonStandard
0717257,19731973,NonStandard
0717257,19531953,NonStandard
0717257,19711971,NonStandard
0717257,19551955,NonStandard
0717257,19671967,NonStandard
0717257,19661966,NonStandard
0717257,19651965,NonStandard
0717257,19641964,NonStandard
0717257,19591959,NonStandard
0717257,19581958,NonStandard
0717257,19801980,NonStandard
0717257,19391939,NonStandard
0717257,19281928,NonStandard
0717257,19291929,NonStandard
0717257,19301930,NonStandard
0717257,19311931,NonStandard
0717257,19321932,NonStandard
0717257,19331933,NonStandard
0717257,22532253,NonStandard
0717257,19341934,NonStandard
0717257,19351935,NonStandard
0717257,22562256,NonStandard
0717257,19361936,NonStandard
0717257,19471947,NonStandard
0717257,19381938,NonStandard
0717257,19461946,NonStandard
0717257,22652265,NonStandard
0717257,19401940,NonStandard
0717257,22682268,NonStandard
0717257,19411941,NonStandard
0717257,19421942,NonStandard
0717257,20032003,NonStandard
0717257,19431943,NonStandard
0717257,20012001,NonStandard
0717257,19441944,NonStandard
0717257,19971997,NonStandard
0717257,19451945,NonStandard
0717257,19271927,NonStandard
0717257,19371937,NonStandard
0717257,21592159,NonStandard
0717257,20802080,NonStandard
0717257,21052105,NonStandard
0717257,19001900,NonStandard
0717257,20992099,NonStandard
0717257,21562156,NonStandard
0717257,18791879,NonStandard
0717257,18971897,NonStandard
0717257,22162216,NonStandard
0717257,18961896,NonStandard
0717257,22282228,NonStandard
0717257,19051905,NonStandard
0717257,18771877,NonStandard
0717257,20892089,NonStandard
0717257,19071907,NonStandard
0717257,18481848,NonStandard
0717257,22012201,NonStandard
0717257,21252125,NonStandard
0717257,20172017,NonStandard
0717257,18851885,NonStandard
0717257,21372137,NonStandard
0717257,18831883,NonStandard
0717257,18871887,NonStandard
0717257,18891889,NonStandard
0717257,21312131,NonStandard
0717257,18811881,NonStandard
0717257,22042204,NonStandard
0717257,18731873,NonStandard
0717257,18911891,NonStandard
0717257,21982198,NonStandard
0717257,22072207,NonStandard
0717257,18931893,NonStandard
0717257,21112111,NonStandard
0717257,22102210,NonStandard
0717257,21532153,NonStandard
0717257,20632063,NonStandard
0717257,20312031,NonStandard
0717257,18751875,NonStandard
0717257,20452045,NonStandard
0717257,20432043,NonStandard
0717257,20412041,NonStandard
0717257,20392039,NonStandard
0717257,20372037,NonStandard
0717257,20492049,NonStandard
0717257,20332033,NonStandard
0717257,22222222,NonStandard
0717257,20292029,NonStandard
0717257,20272027,NonStandard
0717257,20252025,NonStandard
0717257,20232023,NonStandard
0717257,20212021,NonStandard
0717257,20192019,NonStandard
0717257,22312231,NonStandard
0717257,20352035,NonStandard
0717257,20592059,NonStandard
0717257,20742074,NonStandard
0717257,18491849,NonStandard
0717257,18711871,NonStandard
0717257,19141914,NonStandard
0717257,20672067,NonStandard
0717257,20642064,NonStandard
0717257,20472047,NonStandard
0717257,20612061,NonStandard
0717257,19011901,NonStandard
0717257,20572057,NonStandard
0717257,20552055,NonStandard
0717257,20532053,NonStandard
0717257,20502050,NonStandard
0717257,19571957,NonStandard
0189897,05750575,NonStandard
0189897,05760576,NonStandard
0189897,05740574,NonStandard
0189897,05730573,NonStandard
0189897,05650565,NonStandard
0189897,05670567,NonStandard
0189897,05770577,NonStandard
0189897,05630563,NonStandard
0189897,05690569,NonStandard
0189897,05710571,NonStandard
0189897,05780578,NonStandard
0189897,05640564,NonStandard
0189897,05660566,NonStandard
0189897,05680568,NonStandard
0189897,05720572,NonStandard
0189897,05700570,NonStandard
0914663,07840784,NonStandard
0914663,07760776,NonStandard
0914663,07440744,NonStandard
0914663,05420542,NonStandard
0914663,05070507,NonStandard
0914663,06500650,NonStandard
0914663,10681068,NonStandard
0914663,02980298,NonStandard
0914663,06420642,NonStandard
0914663,04990499,NonStandard
0914663,12061206,NonStandard
0914663,10281028,NonStandard
0914663,12031203,NonStandard
0914663,01260126,NonStandard
0914663,00700070,NonStandard
0914663,10361036,NonStandard
0914663,05150515,NonStandard
0914663,12221222,NonStandard
0914663,05230523,NonStandard
0914663,07600760,NonStandard
0914663,10521052,NonStandard
0914663,01180118,NonStandard
0914663,05500550,NonStandard
0914663,12301230,NonStandard
0914663,10441044,NonStandard
0914663,12141214,NonStandard
0914663,03060306,NonStandard
0914663,02300230,NonStandard
0914663,00620062,NonStandard
0914663,05330533,NonStandard
0914663,10601060,NonStandard
0914663,07680768,NonStandard
0914663,07520752,NonStandard
0914663,06660666,NonStandard
0914663,00780078,NonStandard
0914663,06000600,NonStandard
0914663,06880688,NonStandard
0914663,06820682,NonStandard
0914663,02720272,NonStandard
0914663,06100610,NonStandard
0914663,11141114,NonStandard
0914663,06180618,NonStandard
0914663,06760676,NonStandard
0914663,05760576,NonStandard
0914663,06260626,NonStandard
0914663,11731173,NonStandard
0914663,11221122,NonStandard
0914663,02640264,NonStandard
0914663,06340634,NonStandard
0914663,00860086,NonStandard
0914663,06580658,NonStandard
0914663,02540254,NonStandard
0914663,09320932,NonStandard
0914663,00940094,NonStandard
0914663,11371137,NonStandard
0914663,01020102,NonStandard
0914663,10841084,NonStandard
0914663,11991199,NonStandard
0914663,11971197,NonStandard
0914663,07280728,NonStandard
0914663,10761076,NonStandard
0914663,05580558,NonStandard
0914663,02900290,NonStandard
0914663,05660566,NonStandard
0914663,07200720,NonStandard
0914663,02380238,NonStandard
0914663,11051105,NonStandard
0914663,01100110,NonStandard
0914663,05920592,NonStandard
0914663,07120712,NonStandard
0914663,12491249,NonStandard
0914663,07040704,NonStandard
0914663,11811181,NonStandard
0914663,10921092,NonStandard
0914663,02820282,NonStandard
0914663,05840584,NonStandard
0914663,06960696,NonStandard
0914663,02460246,NonStandard
0914663,07360736,NonStandard
0914663,11891189,NonStandard
0914663,08400840,NonStandard
0914663,09080908,NonStandard
0914663,08500850,NonStandard
0914663,09880988,NonStandard
0914663,09560956,NonStandard
0914663,02180218,NonStandard
0914663,03890389,NonStandard
0914663,03300330,NonStandard
0914663,12891289,NonStandard
0914663,09000900,NonStandard
0914663,13231323,NonStandard
0914663,04430443,NonStandard
0914663,07920792,NonStandard
0914663,01970197,NonStandard
0914663,00130013,NonStandard
0914663,13271327,NonStandard
0914663,09960996,NonStandard
0914663,04510451,NonStandard
0914663,09480948,NonStandard
0914663,12951295,NonStandard
0914663,03810381,NonStandard
0914663,01340134,NonStandard
0914663,00300030,NonStandard
0914663,04230423,NonStandard
0914663,13131313,NonStandard
0914663,00220022,NonStandard
0914663,04050405,NonStandard
0914663,08760876,NonStandard
0914663,04130413,NonStandard
0914663,01480148,NonStandard
0914663,09720972,NonStandard
0914663,08840884,NonStandard
0914663,09640964,NonStandard
0914663,04330433,NonStandard
0914663,03410341,NonStandard
0914663,08320832,NonStandard
0914663,09800980,NonStandard
0914663,01770177,NonStandard
0914663,13011301,NonStandard
0914663,08920892,NonStandard
0914663,03970397,NonStandard
0914663,03490349,NonStandard
0914663,08580858,NonStandard
0914663,01870187,NonStandard
0914663,13211321,NonStandard
0914663,08660866,NonStandard
0914663,00380038,NonStandard
0914663,04750475,NonStandard
0914663,08160816,NonStandard
0914663,04830483,NonStandard
0914663,09160916,NonStandard
0914663,10121012,NonStandard
0914663,03140314,NonStandard
0914663,01690169,NonStandard
0914663,08000800,NonStandard
0914663,03730373,NonStandard
0914663,03420342,NonStandard
0914663,13021302,NonStandard
0914663,04240424,NonStandard
0914663,03310331,NonStandard
0914663,04340434,NonStandard
0914663,04440444,NonStandard
0914663,00310031,NonStandard
0914663,04520452,NonStandard
0914663,12801280,NonStandard
0914663,03230323,NonStandard
0914663,13141314,NonStandard
0914663,06430643,NonStandard
0914663,11741174,NonStandard
0914663,00790079,NonStandard
0914663,06190619,NonStandard
0914663,05850585,NonStandard
0914663,00870087,NonStandard
0914663,02830283,NonStandard
0914663,11821182,NonStandard
0914663,06010601,NonStandard
0914663,06350635,NonStandard
0914663,02650265,NonStandard
0914663,05930593,NonStandard
0914663,02730273,NonStandard
0914663,06110611,NonStandard
0914663,06270627,NonStandard
0914663,13331333,NonStandard
0914663,11471147,NonStandard
0914663,11451145,NonStandard
0914663,02040204,NonStandard
0914663,11431143,NonStandard
0914663,08460846,NonStandard
0914663,01930193,NonStandard
0914663,11411141,NonStandard
0914663,12851285,NonStandard
0914663,13191319,NonStandard
0914663,05720572,NonStandard
0914663,02140214,NonStandard
0914663,13071307,NonStandard
0914663,06060606,NonStandard
0914663,11511151,NonStandard
0914663,02260226,NonStandard
0914663,13101310,NonStandard
0914663,11391139,NonStandard
0914663,12451245,NonStandard
0914663,12011201,NonStandard
0914663,12021202,NonStandard
0914663,05290529,NonStandard
0914663,02600260,NonStandard
0914663,11491149,NonStandard
0914663,04190419,NonStandard
0914663,01650165,NonStandard
0914663,04290429,NonStandard
0914663,03370337,NonStandard
0914663,04390439,NonStandard
0914663,11301130,NonStandard
0914663,01550155,NonStandard
0914663,13431343,NonStandard
0914663,13461346,NonStandard
0914663,01830183,NonStandard
0914663,01410141,NonStandard
0914663,01440144,NonStandard
0914663,12731273,NonStandard
0914663,12691269,NonStandard
0182232,00140014,NonStandard
0182232,00060006,NonStandard
0182232,00030003,NonStandard
0182232,00320032,NonStandard
0182232,00300030,NonStandard
0182232,00280028,NonStandard
0182232,00400040,NonStandard
0182232,00410041,NonStandard
0182232,00420042,NonStandard
0182232,00450045,NonStandard
0182232,00440044,NonStandard
0182232,00430043,NonStandard
0752497,01310131,NonStandard
0752497,02330233,NonStandard
0752497,01580158,NonStandard
0752497,01590159,NonStandard
0752497,01320132,NonStandard
0752497,02340234,NonStandard
0191690,00470047,NonStandard
0191690,05150515,NonStandard
0191690,00420042,NonStandard
0191690,00430043,NonStandard
0191690,05110511,NonStandard
0191690,05100510,NonStandard
0191690,04840484,NonStandard
0191690,09440944,NonStandard
0191690,04850485,NonStandard
0191690,09480948,NonStandard
0191690,09400940,NonStandard
0191690,09350935,NonStandard
0191690,09310931,NonStandard
0191690,09210921,NonStandard
0191690,14521323,NonStandard
0191690,12701130,NonStandard
0191690,12641129,NonStandard
0191690,09270927,NonStandard
0191690,10271027,NonStandard
0191690,10421042,NonStandard
0191690,10391039,NonStandard
0191690,10451045,NonStandard
0191690,10511051,NonStandard
0191690,10241024,NonStandard
0191690,10541054,NonStandard
0191690,10481048,NonStandard
0191690,13311331,NonStandard
0191690,10261026,NonStandard
0191690,10291029,NonStandard
0191690,10411041,NonStandard
0191690,10441044,NonStandard
0191690,10231023,NonStandard
0191690,10501050,NonStandard
0191690,10531053,NonStandard
0191690,13291329,NonStandard
0191690,10471047,NonStandard
0191690,06610661,NonStandard
0191690,06620662,NonStandard
0191690,06640664,NonStandard
0191690,06600660,NonStandard
0191690,06790679,NonStandard
0191690,06980698,NonStandard
0191690,07470747,NonStandard
0191690,15271434,NonStandard
0191690,11911107,NonStandard
0191690,15211428,NonStandard
0191690,15151422,NonStandard
0191690,12771137,NonStandard
0191690,12761136,NonStandard
0191690,12751135,NonStandard
0191690,11941194,NonStandard
0191690,11891105,NonStandard
0191690,11881104,NonStandard
0191690,10911034,NonStandard
0191690,10891032,NonStandard
0191690,08880888,NonStandard
0191690,07980798,NonStandard
0191690,07950795,NonStandard
0191690,07930793,NonStandard
0191690,07900790,NonStandard
0191690,07880788,NonStandard
0191690,07860786,NonStandard
0191690,07820782,NonStandard
0191690,07740774,NonStandard
0191690,14511322,NonStandard
0191690,07700770,NonStandard
0191690,14501321,NonStandard
0191690,13091154,NonStandard
0191690,13081153,NonStandard
0191690,13071152,NonStandard
0191690,13051150,NonStandard
0191690,12891147,NonStandard
0191690,13031148,NonStandard
0191690,13101155,NonStandard
0191690,15161423,NonStandard
0191690,13061151,NonStandard
0191690,14261287,NonStandard
0191690,12841144,NonStandard
0191690,12871145,NonStandard
0191690,12881146,NonStandard
0191690,13181163,NonStandard
0191690,13161161,NonStandard
0191690,13041149,NonStandard
0191690,13111156,NonStandard
0191690,13141159,NonStandard
0191690,15281435,NonStandard
0191690,13151160,NonStandard
0191690,13121157,NonStandard
0191690,15221429,NonStandard
0191690,13171162,NonStandard
0191690,13131158,NonStandard
0191690,13761186,NonStandard
0191690,13771187,NonStandard
0191690,14441315,NonStandard
0191690,14311292,NonStandard
0191690,14281289,NonStandard
0191690,14291290,NonStandard
0191690,14301291,NonStandard
0191690,14451316,NonStandard
0191690,14321303,NonStandard
0191690,14341305,NonStandard
0191690,14351306,NonStandard
0191690,14361307,NonStandard
0191690,14371308,NonStandard
0191690,14381309,NonStandard
0191690,14431314,NonStandard
0191690,14421313,NonStandard
0191690,14411312,NonStandard
0191690,14401311,NonStandard
0191690,14391310,NonStandard
0191690,14331304,NonStandard
0191690,15231430,NonStandard
0191690,15171424,NonStandard
0191690,15291436,NonStandard
0191690,14461317,NonStandard
0191690,13921205,NonStandard
0191690,13811191,NonStandard
0191690,13981235,NonStandard
0191690,13971234,NonStandard
0191690,13961233,NonStandard
0191690,13951208,NonStandard
0191690,13801190,NonStandard
0191690,13931206,NonStandard
0191690,13781188,NonStandard
0191690,13911204,NonStandard
0191690,13901203,NonStandard
0191690,13891202,NonStandard
0191690,13881201,NonStandard
0191690,13871200,NonStandard
0191690,13861199,NonStandard
0191690,13851196,NonStandard
0191690,13841195,NonStandard
0191690,13831193,NonStandard
0191690,13941207,NonStandard
0191690,13791189,NonStandard
0191690,15241431,NonStandard
0191690,15301437,NonStandard
0191690,15181425,NonStandard
0191690,13821192,NonStandard
0191690,13651175,NonStandard
0191690,12811141,NonStandard
0191690,12801140,NonStandard
0191690,12791139,NonStandard
0191690,12781138,NonStandard
0191690,13661176,NonStandard
0191690,14681374,NonStandard
0191690,14701376,NonStandard
0191690,14711377,NonStandard
0191690,14691375,NonStandard
0191690,14651371,NonStandard
0191690,14611367,NonStandard
0191690,14621368,NonStandard
0191690,14631369,NonStandard
0191690,14641370,NonStandard
0191690,14661372,NonStandard
0191690,14671373,NonStandard
0191690,14531324,NonStandard
0191690,14551349,NonStandard
0191690,14541348,NonStandard
0191690,14591365,NonStandard
0191690,14581364,NonStandard
0191690,14601366,NonStandard
0191690,14571363,NonStandard
0191690,14561362,NonStandard
0191690,15311438,NonStandard
0191690,14881394,NonStandard
0191690,14861392,NonStandard
0191690,14901396,NonStandard
0191690,14911397,NonStandard
0191690,14921398,NonStandard
0191690,15251432,NonStandard
0191690,15191426,NonStandard
0191690,14891395,NonStandard
0191690,14781384,NonStandard
0191690,14731379,NonStandard
0191690,14721378,NonStandard
0191690,14871393,NonStandard
0191690,14851391,NonStandard
0191690,14741380,NonStandard
0191690,14751381,NonStandard
0191690,14771383,NonStandard
0191690,14791385,NonStandard
0191690,14801386,NonStandard
0191690,14811387,NonStandard
0191690,14821388,NonStandard
0191690,14831389,NonStandard
0191690,14841390,NonStandard
0191690,14761382,NonStandard
0191690,15131420,NonStandard
0191690,14931399,NonStandard
0191690,15201427,NonStandard
0191690,15121419,NonStandard
0191690,15041411,NonStandard
0191690,15141421,NonStandard
0191690,15011408,NonStandard
0191690,15111418,NonStandard
0191690,15061413,NonStandard
0191690,15051412,NonStandard
0191690,15261433,NonStandard
0191690,14991407,NonStandard
0191690,14981406,NonStandard
0191690,14941402,NonStandard
0191690,15101417,NonStandard
0191690,14971405,NonStandard
0191690,15321439,NonStandard
0191690,14961404,NonStandard
0191690,15021409,NonStandard
0191690,14951403,NonStandard
0191690,15091416,NonStandard
0191690,15031410,NonStandard
0191690,15071414,NonStandard
0191690,15081415,NonStandard
0191690,06630663,NonStandard
0191690,06390639,NonStandard
0191690,06220622,NonStandard
0191690,06240624,NonStandard
0191690,06370637,NonStandard
0191690,06270627,NonStandard
0191690,06280628,NonStandard
0191690,06190619,NonStandard
0191690,04740474,NonStandard
0191690,04720472,NonStandard
0191690,04790479,NonStandard
0191690,12731133,NonStandard
0191690,10211021,NonStandard
0191690,08800880,NonStandard
0191690,04800480,NonStandard
0191690,09010901,NonStandard
0191690,09030903,NonStandard
0191690,06020602,NonStandard
0191690,12721132,NonStandard
0191690,08780878,NonStandard
0191690,12741134,NonStandard
0191690,06290629,NonStandard
0191690,06150615,NonStandard
0191690,06140614,NonStandard
0191690,06090609,NonStandard
0191690,06080608,NonStandard
0191690,06070607,NonStandard
0191690,06030603,NonStandard
0191690,04810481,NonStandard
0191690,12711131,NonStandard
0191690,00190019,NonStandard
0191690,04730473,NonStandard
0191690,00240024,NonStandard
0191690,09040904,NonStandard
0191690,08870887,NonStandard
0191690,13341334,NonStandard
0191690,03960396,NonStandard
0191690,04380438,NonStandard
0191690,04590459,NonStandard
0191690,09120912,NonStandard
0191690,00340034,NonStandard
0191690,05340534,NonStandard
0182019,13461346,NonStandard
0182019,13711371,NonStandard
0182019,13721372,NonStandard
0182019,11791179,NonStandard
0182019,11871187,NonStandard
0182019,11861186,NonStandard
0182019,11851185,NonStandard
0182019,11841184,NonStandard
0182019,11831183,NonStandard
0182019,11821182,NonStandard
0182019,11801180,NonStandard
0182019,11881188,NonStandard
0182019,11781178,NonStandard
0182019,11771177,NonStandard
0182019,11761176,NonStandard
0182019,12041204,NonStandard
0182019,11811181,NonStandard
0182019,12171217,NonStandard
0182019,12021202,NonStandard
0182019,12091209,NonStandard
0182019,12101210,NonStandard
0182019,12111211,NonStandard
0182019,12121212,NonStandard
0182019,12131213,NonStandard
0182019,12071207,NonStandard
0182019,12151215,NonStandard
0182019,12061206,NonStandard
0182019,13471347,NonStandard
0182019,13481348,NonStandard
0182019,13491349,NonStandard
0182019,13501350,NonStandard
0182019,13511351,NonStandard
0182019,13521352,NonStandard
0182019,12141214,NonStandard
0182019,11981198,NonStandard
0182019,11901190,NonStandard
0182019,11911191,NonStandard
0182019,11921192,NonStandard
0182019,11931193,NonStandard
0182019,11941194,NonStandard
0182019,11951195,NonStandard
0182019,12081208,NonStandard
0182019,11971197,NonStandard
0182019,11891189,NonStandard
0182019,11991199,NonStandard
0182019,12001200,NonStandard
0182019,12011201,NonStandard
0182019,12031203,NonStandard
0182019,12161216,NonStandard
0182019,12051205,NonStandard
0182019,11961196,NonStandard
0182019,12501250,NonStandard
0182019,12381238,NonStandard
0182019,12401240,NonStandard
0182019,12411241,NonStandard
0182019,12421242,NonStandard
0182019,12431243,NonStandard
0182019,12441244,NonStandard
0182019,12451245,NonStandard
0182019,12461246,NonStandard
0182019,12471247,NonStandard
0182019,12181218,NonStandard
0182019,12491249,NonStandard
0182019,12371237,NonStandard
0182019,12511251,NonStandard
0182019,12521252,NonStandard
0182019,12531253,NonStandard
0182019,12541254,NonStandard
0182019,12551255,NonStandard
0182019,12561256,NonStandard
0182019,12571257,NonStandard
0182019,12581258,NonStandard
0182019,12591259,NonStandard
0182019,12191219,NonStandard
0182019,12481248,NonStandard
0182019,13531353,NonStandard
0182019,12201220,NonStandard
0182019,12211221,NonStandard
0182019,12221222,NonStandard
0182019,12231223,NonStandard
0182019,12241224,NonStandard
0182019,12251225,NonStandard
0182019,13581358,NonStandard
0182019,13571357,NonStandard
0182019,13561356,NonStandard
0182019,12391239,NonStandard
0182019,13541354,NonStandard
0182019,12361236,NonStandard
0182019,12261226,NonStandard
0182019,12271227,NonStandard
0182019,12281228,NonStandard
0182019,12291229,NonStandard
0182019,12301230,NonStandard
0182019,12311231,NonStandard
0182019,12321232,NonStandard
0182019,12331233,NonStandard
0182019,12341234,NonStandard
0182019,12351235,NonStandard
0182019,13551355,NonStandard
0182019,13381338,NonStandard
0182019,12621262,NonStandard
0182019,12601260,NonStandard
0182019,12611261,NonStandard
0182019,12981298,NonStandard
0182019,12661266,NonStandard
0182019,12891289,NonStandard
0182019,12901290,NonStandard
0182019,12911291,NonStandard
0182019,12921292,NonStandard
0182019,12931293,NonStandard
0182019,12941294,NonStandard
0182019,12951295,NonStandard
0182019,12871287,NonStandard
0182019,12971297,NonStandard
0182019,12861286,NonStandard
0182019,12991299,NonStandard
0182019,13001300,NonStandard
0182019,13011301,NonStandard
0182019,13591359,NonStandard
0182019,13611361,NonStandard
0182019,13631363,NonStandard
0182019,13651365,NonStandard
0182019,13671367,NonStandard
0182019,13691369,NonStandard
0182019,12961296,NonStandard
0182019,12761276,NonStandard
0182019,12641264,NonStandard
0182019,12681268,NonStandard
0182019,12651265,NonStandard
0182019,12691269,NonStandard
0182019,12701270,NonStandard
0182019,12711271,NonStandard
0182019,12721272,NonStandard
0182019,12731273,NonStandard
0182019,12881288,NonStandard
0182019,12751275,NonStandard
0182019,12631263,NonStandard
0182019,12771277,NonStandard
0182019,12781278,NonStandard
0182019,12791279,NonStandard
0182019,12801280,NonStandard
0182019,12811281,NonStandard
0182019,12821282,NonStandard
0182019,12831283,NonStandard
0182019,12841284,NonStandard
0182019,12851285,NonStandard
0182019,12741274,NonStandard
0182019,12671267,NonStandard
0183313,09280928,NonStandard
0702602,01160116,NonStandard
0702602,01150115,NonStandard
0702602,01140114,NonStandard
0702602,01130113,NonStandard
0702602,01120112,NonStandard
0702602,01180118,NonStandard
0702602,01250125,NonStandard
0702602,01110111,NonStandard
0702602,01490149,NonStandard
0702602,01410141,NonStandard
0702602,01420142,NonStandard
0702602,01430143,NonStandard
0702602,01500150,NonStandard
0702602,01440144,NonStandard
0702602,01450145,NonStandard
0702602,01460146,NonStandard
0702602,01480148,NonStandard
0702602,01400140,NonStandard
0702602,01320132,NonStandard
0702602,01470147,NonStandard
0702602,01290129,NonStandard
0702602,01340134,NonStandard
0702602,01280128,NonStandard
0702602,01390139,NonStandard
0702602,01300130,NonStandard
0702602,01310131,NonStandard
0702602,01330133,NonStandard
0702602,01350135,NonStandard
0702602,01360136,NonStandard
0702602,01370137,NonStandard
0702602,01380138,NonStandard
0702602,01270127,NonStandard
0301000,14120511,NonStandard
0301000,14250523,NonStandard
0301000,14240522,NonStandard
0301000,14230521,NonStandard
0301000,14220520,NonStandard
0301000,14210519,NonStandard
0301000,14200518,NonStandard
0301000,14190517,NonStandard
0301000,14140513,NonStandard
0301000,14160515,NonStandard
0301000,14390537,NonStandard
0301000,14150514,NonStandard
0301000,14130512,NonStandard
0301000,14260524,NonStandard
0301000,14170516,NonStandard
0301000,14270525,NonStandard
0301000,14280526,NonStandard
0301000,14290527,NonStandard
0301000,14300528,NonStandard
0301000,14310529,NonStandard
0301000,14320530,NonStandard
0301000,14330531,NonStandard
0301000,14340532,NonStandard
0301000,14350533,NonStandard
0301000,14360534,NonStandard
0301000,14380536,NonStandard
0301000,14400538,NonStandard
0301000,14110510,NonStandard
0301000,13920491,NonStandard
0301000,14370535,NonStandard
0301000,13830482,NonStandard
0301000,13910490,NonStandard
0301000,13900489,NonStandard
0301000,13890488,NonStandard
0301000,13880487,NonStandard
0301000,13870486,NonStandard
0301000,13860485,NonStandard
0301000,13930492,NonStandard
0301000,13840483,NonStandard
0301000,13790478,NonStandard
0301000,13820481,NonStandard
0301000,13810480,NonStandard
0301000,13800479,NonStandard
0301000,13780477,NonStandard
0301000,14100509,NonStandard
0301000,13940493,NonStandard
0301000,13850484,NonStandard
0301000,14020501,NonStandard
0301000,14080507,NonStandard
0301000,14090508,NonStandard
0301000,14060505,NonStandard
0301000,14050504,NonStandard
0301000,14030502,NonStandard
0301000,14070506,NonStandard
0301000,14010500,NonStandard
0301000,14000499,NonStandard
0301000,13990498,NonStandard
0301000,13980497,NonStandard
0301000,13970496,NonStandard
0301000,13960495,NonStandard
0301000,13950494,NonStandard
0301000,14040503,NonStandard
0301000,14840582,NonStandard
0301000,14880586,NonStandard
0301000,14890587,NonStandard
0301000,14870585,NonStandard
0301000,14860584,NonStandard
0301000,14850583,NonStandard
0301000,14830581,NonStandard
0301000,14820580,NonStandard
0301000,14810579,NonStandard
0301000,14800578,NonStandard
0301000,14790577,NonStandard
0301000,14770575,NonStandard
0301000,14970595,NonStandard
0301000,14760574,NonStandard
0301000,14780576,NonStandard
0301000,15050603,NonStandard
0301000,15040602,NonStandard
0301000,15140612,NonStandard
0301000,14750573,NonStandard
0301000,15020600,NonStandard
0301000,15010599,NonStandard
0301000,15000598,NonStandard
0301000,14950593,NonStandard
0301000,14980596,NonStandard
0301000,14900588,NonStandard
0301000,14960594,NonStandard
0301000,15030601,NonStandard
0301000,14940592,NonStandard
0301000,14930591,NonStandard
0301000,14920590,NonStandard
0301000,14910589,NonStandard
0301000,14990597,NonStandard
0301000,15150613,NonStandard
0301000,15060604,NonStandard
0301000,15270625,NonStandard
0301000,15260624,NonStandard
0301000,15250623,NonStandard
0301000,15240622,NonStandard
0301000,15230621,NonStandard
0301000,15220620,NonStandard
0301000,15210619,NonStandard
0301000,15200618,NonStandard
0301000,15190617,NonStandard
0301000,15180616,NonStandard
0301000,15120610,NonStandard
0301000,15160614,NonStandard
0301000,14740572,NonStandard
0301000,14670565,NonStandard
0301000,14730571,NonStandard
0301000,14720570,NonStandard
0301000,14710569,NonStandard
0301000,14700568,NonStandard
0301000,15170615,NonStandard
0301000,14680566,NonStandard
0301000,15130611,NonStandard
0301000,16581122,NonStandard
0301000,15070605,NonStandard
0301000,15080606,NonStandard
0301000,15090607,NonStandard
0301000,15100608,NonStandard
0301000,15110609,NonStandard
0301000,14690567,NonStandard
0717297,00400040,NonStandard
0717297,00020002,NonStandard
0717297,00080008,NonStandard
0717297,00090009,NonStandard
0717297,00420042,NonStandard
0717297,00030003,NonStandard
0717297,00410041,NonStandard
0717297,00110011,NonStandard
0717297,00050005,NonStandard
0717297,00430043,NonStandard
0717297,00120012,NonStandard
0717297,00060006,NonStandard
0717297,00710071,NonStandard
0717297,00210021,NonStandard
0717297,00440044,NonStandard
0717297,00190019,NonStandard
0717297,00670067,NonStandard
0717297,00700070,NonStandard
0717297,00450045,NonStandard
0717297,00720072,NonStandard
0717297,00220022,NonStandard
0717297,00740074,NonStandard
0717297,00200020,NonStandard
0717297,00680068,NonStandard
0717297,00260026,NonStandard
0717297,00280028,NonStandard
0717297,00460046,NonStandard
0717297,00470047,NonStandard
0717297,00270027,NonStandard
0717297,00290029,NonStandard
0702877,01820182,NonStandard
0702877,01950195,NonStandard
0702877,02550255,NonStandard
0702877,01900190,NonStandard
0702877,01910191,NonStandard
0702877,01960196,NonStandard
0702877,01830183,NonStandard
0702877,03150315,NonStandard
0702877,03190319,NonStandard
0702877,03110311,NonStandard
0702877,03030303,NonStandard
0702877,02060206,NonStandard
0702877,02280228,NonStandard
0702877,02200220,NonStandard
0702877,02420242,NonStandard
0702877,05640564,NonStandard
0702877,05660566,NonStandard
0702877,05680568,NonStandard
0702877,05700570,NonStandard
0702877,05720572,NonStandard
0702877,06260626,NonStandard
