Charan,nTR,Prab
0729784,45844584,NonStandard
0729784,04650465,NonStandard
0729784,00450045,NonStandard
0729784,12961296,NonStandard
0729784,49784978,NonStandard
0729784,04370437,NonStandard
0729784,37883788,NonStandard
0729784,00070007,NonStandard
0729784,02560256,NonStandard
0729784,11891189,NonStandard
0729784,03740374,NonStandard
0729784,03810381,NonStandard
0729784,03880388,NonStandard
0729784,02500250,NonStandard
0729784,12551255,NonStandard
0729784,37523752,NonStandard
0729784,76667666,NonStandard
0729784,77307730,NonStandard
0729784,75587558,NonStandard
0729784,77347734,NonStandard
0729784,75457545,NonStandard
0729784,77387738,NonStandard
0729784,75417541,NonStandard
0729784,77517751,NonStandard
0729784,75757575,NonStandard
0729784,75247524,NonStandard
0729784,75967596,NonStandard
0729784,77557755,NonStandard
0729784,76337633,NonStandard
0729784,77597759,NonStandard
0729784,77637763,NonStandard
0729784,75287528,NonStandard
0729784,76197619,NonStandard
0729784,76787678,NonStandard
0729784,76547654,NonStandard
0729784,76507650,NonStandard
0729784,76917691,NonStandard
0729784,76377637,NonStandard
0729784,75627562,NonStandard
0729784,77267726,NonStandard
0729784,77147714,NonStandard
0729784,74917491,NonStandard
0729784,76137613,NonStandard
0729784,77187718,NonStandard
0729784,76007600,NonStandard
0729784,77227722,NonStandard
0729784,75117511,NonStandard
0729784,75797579,NonStandard
0729784,77077707,NonStandard
0729784,74367436,NonStandard
0729784,78187818,NonStandard
0729784,74127412,NonStandard
0729784,78147814,NonStandard
0729784,74167416,NonStandard
0729784,74207420,NonStandard
0729784,78107810,NonStandard
0729784,74247424,NonStandard
0729784,74287428,NonStandard
0729784,77897789,NonStandard
0729784,74327432,NonStandard
0729784,77857785,NonStandard
0729784,74427442,NonStandard
0729784,74527452,NonStandard
0729784,77817781,NonStandard
0729784,74707470,NonStandard
0729784,74567456,NonStandard
0729784,74747474,NonStandard
0729784,77717771,NonStandard
0729784,77677767,NonStandard
0729784,77757775,NonStandard
0729784,74787478,NonStandard
0729784,26852685,NonStandard
0729784,26252625,NonStandard
0729784,51665166,NonStandard
0729784,49974997,NonStandard
0729784,51925192,NonStandard
0729784,55045504,NonStandard
0729784,49824982,NonStandard
0729784,49364936,NonStandard
0729784,55255525,NonStandard
0729784,26532653,NonStandard
0729784,26562656,NonStandard
0729784,49314931,NonStandard
0729784,57515751,NonStandard
0729784,26912691,NonStandard
0729784,27242724,NonStandard
0729784,27272727,NonStandard
0729784,58145814,NonStandard
0729784,26742674,NonStandard
0729784,44594459,NonStandard
0729784,38463846,NonStandard
0729784,27302730,NonStandard
0729784,60786078,NonStandard
0729784,38613861,NonStandard
0729784,39143914,NonStandard
0729784,39783978,NonStandard
0729784,40424042,NonStandard
0729784,45144514,NonStandard
0729784,44554455,NonStandard
0729784,46444644,NonStandard
0729784,44714471,NonStandard
0729784,44734473,NonStandard
0729784,38513851,NonStandard
0729784,45154515,NonStandard
0729784,45164516,NonStandard
0729784,45724572,NonStandard
0729784,45734573,NonStandard
0729784,46254625,NonStandard
0729784,41894189,NonStandard
0729784,27332733,NonStandard
0729784,31443144,NonStandard
0729784,28442844,NonStandard
0729784,31413141,NonStandard
0729784,31383138,NonStandard
0729784,28592859,NonStandard
0729784,31333133,NonStandard
0729784,31273127,NonStandard
0729784,28622862,NonStandard
0729784,62876287,NonStandard
0729784,28212821,NonStandard
0729784,31183118,NonStandard
0729784,28472847,NonStandard
0729784,31063106,NonStandard
0729784,60766076,NonStandard
0729784,29012901,NonStandard
0729784,29052905,NonStandard
0729784,30943094,NonStandard
0729784,65406540,NonStandard
0729784,29092909,NonStandard
0729784,29752975,NonStandard
0729784,30733073,NonStandard
0729784,29782978,NonStandard
0729784,31223122,NonStandard
0729784,27902790,NonStandard
0729784,28032803,NonStandard
0729784,27982798,NonStandard
0729784,44244424,NonStandard
0729784,27932793,NonStandard
0729784,28102810,NonStandard
0729784,60816081,NonStandard
0729784,27872787,NonStandard
0729784,27742774,NonStandard
0729784,27492749,NonStandard
0729784,27702770,NonStandard
0729784,27812781,NonStandard
0729784,28132813,NonStandard
0729784,60736073,NonStandard
0729784,68766876,NonStandard
0729784,73537353,NonStandard
0729784,74957495,NonStandard
0729784,76247624,NonStandard
0729784,70777077,NonStandard
0729784,75037503,NonStandard
0729784,68676867,NonStandard
0729784,76427642,NonStandard
0729784,73887388,NonStandard
0729784,73857385,NonStandard
0729784,68616861,NonStandard
0729784,73627362,NonStandard
0729784,76587658,NonStandard
0729784,73917391,NonStandard
0729784,74837483,NonStandard
0729784,70927092,NonStandard
0729784,75337533,NonStandard
0729784,69606960,NonStandard
0729784,69696969,NonStandard
0729784,75507550,NonStandard
0729784,74617461,NonStandard
0729784,71107110,NonStandard
0729784,69516951,NonStandard
0729784,69786978,NonStandard
0729784,75167516,NonStandard
0729784,75867586,NonStandard
0729784,70837083,NonStandard
0729784,69396939,NonStandard
0729784,76057605,NonStandard
0729784,71017101,NonStandard
0729784,75677567,NonStandard
0729784,68246824,NonStandard
0729784,77437743,NonStandard
0729784,67366736,NonStandard
0729784,67286728,NonStandard
0729784,68116811,NonStandard
0729784,68276827,NonStandard
0729784,76997699,NonStandard
0729784,76977697,NonStandard
0729784,76957695,NonStandard
0729784,67526752,NonStandard
0729784,67206720,NonStandard
0729784,67446744,NonStandard
0729784,76837683,NonStandard
0729784,67126712,NonStandard
0729784,76707670,NonStandard
0729784,17991799,NonStandard
0729784,18111811,NonStandard
0729784,18091809,NonStandard
0729784,36333633,NonStandard
0729784,18031803,NonStandard
0729784,18131813,NonStandard
0729784,18011801,NonStandard
0729784,36233623,NonStandard
0729784,17341734,NonStandard
0729784,18071807,NonStandard
0729784,17611761,NonStandard
0729784,17491749,NonStandard
0729784,17471747,NonStandard
0729784,17511751,NonStandard
0729784,17451745,NonStandard
0729784,17531753,NonStandard
0729784,17551755,NonStandard
0729784,67046704,NonStandard
0729784,17571757,NonStandard
0729784,18351835,NonStandard
0729784,17971797,NonStandard
0729784,18151815,NonStandard
0729784,17591759,NonStandard
0729784,17631763,NonStandard
0729784,17411741,NonStandard
0729784,17651765,NonStandard
0729784,17751775,NonStandard
0729784,17391739,NonStandard
0729784,17771777,NonStandard
0729784,17791779,NonStandard
0729784,66886688,NonStandard
0729784,17951795,NonStandard
0729784,17431743,NonStandard
0729784,21592159,NonStandard
0729784,18311831,NonStandard
0729784,19151915,NonStandard
0729784,19211921,NonStandard
0729784,19911991,NonStandard
0729784,19961996,NonStandard
0729784,20202020,NonStandard
0729784,21432143,NonStandard
0729784,21452145,NonStandard
0729784,18971897,NonStandard
0729784,21572157,NonStandard
0729784,18931893,NonStandard
0729784,21612161,NonStandard
0729784,21632163,NonStandard
0729784,21752175,NonStandard
0729784,21772177,NonStandard
0729784,21822182,NonStandard
0729784,21842184,NonStandard
0729784,24182418,NonStandard
0729784,24562456,NonStandard
0729784,36433643,NonStandard
0729784,21492149,NonStandard
0729784,18511851,NonStandard
0729784,18191819,NonStandard
0729784,18211821,NonStandard
0729784,18231823,NonStandard
0729784,18251825,NonStandard
0729784,18271827,NonStandard
0729784,18291829,NonStandard
0729784,18331833,NonStandard
0729784,18371837,NonStandard
0729784,19131913,NonStandard
0729784,18491849,NonStandard
0729784,18171817,NonStandard
0729784,18531853,NonStandard
0729784,18691869,NonStandard
0729784,18711871,NonStandard
0729784,18731873,NonStandard
0729784,18751875,NonStandard
0729784,18771877,NonStandard
0729784,18791879,NonStandard
0729784,18811881,NonStandard
0729784,18851885,NonStandard
0729784,18391839,NonStandard
0729784,42834283,NonStandard
0729784,37533753,NonStandard
0729784,49644964,NonStandard
0729784,60856085,NonStandard
0729784,36483648,NonStandard
0729784,46104610,NonStandard
0729784,46184618,NonStandard
0729784,49794979,NonStandard
0729784,37173717,NonStandard
0729784,55155515,NonStandard
0729784,37893789,NonStandard
0729784,43504350,NonStandard
0729784,43564356,NonStandard
0729784,43614361,NonStandard
0729784,44394439,NonStandard
0729784,44434443,NonStandard
0729784,44474447,NonStandard
0729784,55015501,NonStandard
0729784,46064606,NonStandard
0729784,66646664,NonStandard
0729784,36533653,NonStandard
0729784,36583658,NonStandard
0729784,66106610,NonStandard
0729784,66166616,NonStandard
0729784,66246624,NonStandard
0729784,66326632,NonStandard
0729784,66406640,NonStandard
0729784,66486648,NonStandard
0729784,51395139,NonStandard
0729784,66566656,NonStandard
0729784,36813681,NonStandard
0729784,65786578,NonStandard
0729784,60906090,NonStandard
0729784,51575157,NonStandard
0729784,45854585,NonStandard
0729784,45974597,NonStandard
0729784,66806680,NonStandard
0729784,66726672,NonStandard
0729784,45894589,NonStandard
0729784,74337433,NonStandard
0729784,77527752,NonStandard
0729784,75427542,NonStandard
0729784,77397739,NonStandard
0729784,75467546,NonStandard
0729784,77357735,NonStandard
0729784,77317731,NonStandard
0729784,75597559,NonStandard
0729784,75297529,NonStandard
0729784,74297429,NonStandard
0729784,77867786,NonStandard
0729784,77647764,NonStandard
0729784,74717471,NonStandard
0729784,77727772,NonStandard
0729784,74577457,NonStandard
0729784,77767776,NonStandard
0729784,74757475,NonStandard
0729784,77687768,NonStandard
0729784,75127512,NonStandard
0729784,74537453,NonStandard
0729784,76677667,NonStandard
0729784,74927492,NonStandard
0729784,77827782,NonStandard
0729784,77607760,NonStandard
0729784,74437443,NonStandard
0729784,77567756,NonStandard
0729784,74377437,NonStandard
0729784,74797479,NonStandard
0729784,74137413,NonStandard
0729784,76147614,NonStandard
0729784,77907790,NonStandard
0729784,77157715,NonStandard
0729784,75637563,NonStandard
0729784,76207620,NonStandard
0729784,77087708,NonStandard
0729784,77197719,NonStandard
0729784,76387638,NonStandard
0729784,74177417,NonStandard
0729784,78157815,NonStandard
0729784,76927692,NonStandard
0729784,76517651,NonStandard
0729784,76797679,NonStandard
0729784,76557655,NonStandard
0729784,78197819,NonStandard
0729784,76347634,NonStandard
0729784,75977597,NonStandard
0729784,74257425,NonStandard
0729784,75767576,NonStandard
0729784,78117811,NonStandard
0729784,75807580,NonStandard
0729784,77277727,NonStandard
0729784,75257525,NonStandard
0729784,74217421,NonStandard
0729784,76017601,NonStandard
0729784,77237723,NonStandard
0729784,25262526,NonStandard
0729784,25222522,NonStandard
0729784,25202520,NonStandard
0729784,25212521,NonStandard
0729784,25252525,NonStandard
0729784,25192519,NonStandard
0729784,25232523,NonStandard
0729784,25172517,NonStandard
0729784,25152515,NonStandard
0729784,25142514,NonStandard
0729784,25072507,NonStandard
0729784,25012501,NonStandard
0729784,25002500,NonStandard
0729784,24972497,NonStandard
0729784,26102610,NonStandard
0729784,24822482,NonStandard
0729784,24802480,NonStandard
0729784,24772477,NonStandard
0729784,24702470,NonStandard
0729784,24602460,NonStandard
0729784,44334433,NonStandard
0729784,55055505,NonStandard
0729784,24992499,NonStandard
0729784,26122612,NonStandard
0729784,65416541,NonStandard
0729784,62886288,NonStandard
0729784,60946094,NonStandard
0729784,60926092,NonStandard
0729784,60796079,NonStandard
0729784,60776077,NonStandard
0729784,60746074,NonStandard
0729784,60716071,NonStandard
0729784,60626062,NonStandard
0729784,60436043,NonStandard
0729784,58125812,NonStandard
0729784,57525752,NonStandard
0729784,26072607,NonStandard
0729784,26132613,NonStandard
0729784,25362536,NonStandard
0729784,26112611,NonStandard
0729784,26082608,NonStandard
0729784,26062606,NonStandard
0729784,25812581,NonStandard
0729784,25792579,NonStandard
0729784,25782578,NonStandard
0729784,25582558,NonStandard
0729784,25572557,NonStandard
0729784,25482548,NonStandard
0729784,25432543,NonStandard
0729784,25422542,NonStandard
0729784,25372537,NonStandard
0729784,55265526,NonStandard
0729784,44614461,NonStandard
0729784,46504650,NonStandard
0729784,46454645,NonStandard
0729784,46264626,NonStandard
0729784,45744574,NonStandard
0729784,39793979,NonStandard
0729784,45174517,NonStandard
0729784,48324832,NonStandard
0729784,44744474,NonStandard
0729784,45574557,NonStandard
0729784,44564456,NonStandard
0729784,40434043,NonStandard
0729784,38473847,NonStandard
0729784,39153915,NonStandard
0729784,38623862,NonStandard
0729784,38523852,NonStandard
0729784,44814481,NonStandard
0729784,49374937,NonStandard
0729784,48634863,NonStandard
0729784,49264926,NonStandard
0729784,49834983,NonStandard
0729784,49324932,NonStandard
0729784,51675167,NonStandard
0729784,49984998,NonStandard
0729784,74267426,NonStandard
0729784,74147414,NonStandard
0729784,74307430,NonStandard
0729784,78167816,NonStandard
0729784,78207820,NonStandard
0729784,74547454,NonStandard
0729784,74587458,NonStandard
0729784,77877787,NonStandard
0729784,77837783,NonStandard
0729784,32833283,NonStandard
0729784,32503250,NonStandard
0729784,33083308,NonStandard
0729784,32893289,NonStandard
0729784,33343334,NonStandard
0729784,65426542,NonStandard
0729784,33113311,NonStandard
0729784,32523252,NonStandard
0729784,49344934,NonStandard
0729784,45184518,NonStandard
0729784,45594559,NonStandard
0729784,45754575,NonStandard
0729784,46284628,NonStandard
0729784,46464646,NonStandard
0729784,48334833,NonStandard
0729784,57535753,NonStandard
0729784,49284928,NonStandard
0729784,32583258,NonStandard
0729784,49394939,NonStandard
0729784,49854985,NonStandard
0729784,50005000,NonStandard
0729784,55065506,NonStandard
0729784,32543254,NonStandard
0729784,51695169,NonStandard
0729784,48654865,NonStandard
0729784,51955195,NonStandard
0729784,60726072,NonStandard
0729784,60636063,NonStandard
0729784,38643864,NonStandard
0729784,59965996,NonStandard
0729784,58135813,NonStandard
0729784,39173917,NonStandard
0729784,44834483,NonStandard
0729784,57455745,NonStandard
0729784,44764476,NonStandard
0729784,55275527,NonStandard
0729784,39813981,NonStandard
0729784,40454045,NonStandard
0729784,41914191,NonStandard
0729784,44634463,NonStandard
0729784,32593259,NonStandard
0729784,38543854,NonStandard
0729784,32563256,NonStandard
0729784,32313231,NonStandard
0729784,32263226,NonStandard
0729784,32233223,NonStandard
0729784,32163216,NonStandard
0729784,32033203,NonStandard
0729784,32013201,NonStandard
0729784,32333233,NonStandard
0729784,32323232,NonStandard
0729784,69566956,NonStandard
0729784,74887488,NonStandard
0729784,70737073,NonStandard
0729784,77047704,NonStandard
0729784,69416941,NonStandard
0729784,75087508,NonStandard
0729784,76107610,NonStandard
0729784,69746974,NonStandard
0729784,75217521,NonStandard
0729784,76887688,NonStandard
0729784,75387538,NonStandard
0729784,69656965,NonStandard
0729784,74647464,NonStandard
0729784,76757675,NonStandard
0729784,75007500,NonStandard
0729784,68576857,NonStandard
0729784,75727572,NonStandard
0729784,76637663,NonStandard
0729784,69476947,NonStandard
0729784,75837583,NonStandard
0729784,76477647,NonStandard
0729784,68696869,NonStandard
0729784,75917591,NonStandard
0729784,75927592,NonStandard
0729784,76307630,NonStandard
0729784,68786878,NonStandard
0729784,73817381,NonStandard
0729784,75557555,NonStandard
0729784,68056805,NonStandard
0729784,67546754,NonStandard
0729784,67386738,NonStandard
0729784,70887088,NonStandard
0729784,68006800,NonStandard
0729784,73967396,NonStandard
0729784,67306730,NonStandard
0729784,77487748,NonStandard
0729784,71067106,NonStandard
0729784,67466746,NonStandard
0729784,67226722,NonStandard
0729784,71157115,NonStandard
0729784,74497449,NonStandard
0729784,70977097,NonStandard
0729784,68136813,NonStandard
0729784,74397439,NonStandard
0729784,67146714,NonStandard
0729784,73937393,NonStandard
0729784,67066706,NonStandard
0729784,34723472,NonStandard
0729784,34583458,NonStandard
0729784,34593459,NonStandard
0729784,34603460,NonStandard
0729784,34643464,NonStandard
0729784,34653465,NonStandard
0729784,34663466,NonStandard
0729784,34673467,NonStandard
0729784,43514351,NonStandard
0729784,34133413,NonStandard
0729784,35223522,NonStandard
0729784,35233523,NonStandard
0729784,34703470,NonStandard
0729784,34093409,NonStandard
0729784,34003400,NonStandard
0729784,34013401,NonStandard
0729784,34023402,NonStandard
0729784,34033403,NonStandard
0729784,34043404,NonStandard
0729784,34323432,NonStandard
0729784,34073407,NonStandard
0729784,34343434,NonStandard
0729784,34113411,NonStandard
0729784,34123412,NonStandard
0729784,36593659,NonStandard
0729784,60616061,NonStandard
0729784,36243624,NonStandard
0729784,34333433,NonStandard
0729784,34053405,NonStandard
0729784,42534253,NonStandard
0729784,36493649,NonStandard
0729784,42434243,NonStandard
0729784,42454245,NonStandard
0729784,42464246,NonStandard
0729784,42494249,NonStandard
0729784,42404240,NonStandard
0729784,42514251,NonStandard
0729784,49804980,NonStandard
0729784,49654965,NonStandard
0729784,49094909,NonStandard
0729784,43624362,NonStandard
0729784,42844284,NonStandard
0729784,43084308,NonStandard
0729784,43574357,NonStandard
0729784,42504250,NonStandard
0729784,37903790,NonStandard
0729784,36443644,NonStandard
0729784,33993399,NonStandard
0729784,36543654,NonStandard
0729784,34693469,NonStandard
0729784,36823682,NonStandard
0729784,42414241,NonStandard
0729784,37543754,NonStandard
0729784,36343634,NonStandard
0729784,41684168,NonStandard
0729784,55165516,NonStandard
0729784,55025502,NonStandard
0729784,51585158,NonStandard
0729784,51405140,NonStandard
0729784,50425042,NonStandard
0729784,37183718,NonStandard
0729784,33573357,NonStandard
0729784,33523352,NonStandard
0729784,33543354,NonStandard
0729784,33753375,NonStandard
0729784,33743374,NonStandard
0729784,33733373,NonStandard
0729784,33723372,NonStandard
0729784,33713371,NonStandard
0729784,33703370,NonStandard
0729784,33693369,NonStandard
0729784,33513351,NonStandard
0729784,33683368,NonStandard
0729784,33533353,NonStandard
0729784,33623362,NonStandard
0729784,64866486,NonStandard
0729784,33553355,NonStandard
0729784,60706070,NonStandard
0729784,33393339,NonStandard
0729784,33493349,NonStandard
0729784,33503350,NonStandard
0729784,33563356,NonStandard
0729784,34713471,NonStandard
0729784,33983398,NonStandard
0729784,33613361,NonStandard
0729784,33603360,NonStandard
0729784,33583358,NonStandard
0729784,33593359,NonStandard
0729784,33673367,NonStandard
0729784,33873387,NonStandard
0729784,66826682,NonStandard
0729784,66906690,NonStandard
0729784,33813381,NonStandard
0729784,66186618,NonStandard
0729784,33833383,NonStandard
0729784,33843384,NonStandard
0729784,66746674,NonStandard
0729784,33863386,NonStandard
0729784,33823382,NonStandard
0729784,33883388,NonStandard
0729784,33893389,NonStandard
0729784,33903390,NonStandard
0729784,33913391,NonStandard
0729784,33963396,NonStandard
0729784,33973397,NonStandard
0729784,33853385,NonStandard
0729784,66266626,NonStandard
0729784,33803380,NonStandard
0729784,33793379,NonStandard
0729784,33783378,NonStandard
0729784,66586658,NonStandard
0729784,33773377,NonStandard
0729784,66506650,NonStandard
0729784,66426642,NonStandard
0729784,66346634,NonStandard
0729784,33763376,NonStandard
0729784,66666666,NonStandard
0729784,75737573,NonStandard
0729784,68546854,NonStandard
0729784,69486948,NonStandard
0729784,69426942,NonStandard
0729784,73947394,NonStandard
0729784,75947594,NonStandard
0729784,75847584,NonStandard
0729784,75937593,NonStandard
0729784,73827382,NonStandard
0729784,70987098,NonStandard
0729784,70897089,NonStandard
0729784,74657465,NonStandard
0729784,70747074,NonStandard
0729784,74507450,NonStandard
0729784,74897489,NonStandard
0729784,74407440,NonStandard
0729784,69576957,NonStandard
0729784,69756975,NonStandard
0729784,73977397,NonStandard
0729784,75227522,NonStandard
0729784,69666966,NonStandard
0729784,75397539,NonStandard
0729784,71077107,NonStandard
0729784,75567556,NonStandard
0729784,75017501,NonStandard
0729784,71167116,NonStandard
0729784,75097509,NonStandard
0729784,68296829,NonStandard
0729784,68386838,NonStandard
0729784,68456845,NonStandard
0729784,68346834,NonStandard
0729784,77497749,NonStandard
0729784,76897689,NonStandard
0729784,68446844,NonStandard
0729784,68436843,NonStandard
0729784,68426842,NonStandard
0729784,68476847,NonStandard
0729784,68396839,NonStandard
0729784,68466846,NonStandard
0729784,77057705,NonStandard
0729784,68376837,NonStandard
0729784,68366836,NonStandard
0729784,68306830,NonStandard
0729784,68356835,NonStandard
0729784,68316831,NonStandard
0729784,68326832,NonStandard
0729784,68336833,NonStandard
0729784,68416841,NonStandard
0729784,68796879,NonStandard
0729784,68706870,NonStandard
0729784,68586858,NonStandard
0729784,76317631,NonStandard
0729784,76647664,NonStandard
0729784,76487648,NonStandard
0729784,68556855,NonStandard
0729784,76767676,NonStandard
0729784,68536853,NonStandard
0729784,76117611,NonStandard
0729784,55615561,NonStandard
0729784,55515551,NonStandard
0729784,55525552,NonStandard
0729784,55495549,NonStandard
0729784,54775477,NonStandard
0729784,55625562,NonStandard
0729784,55505550,NonStandard
0729784,55605560,NonStandard
0729784,55535553,NonStandard
0729784,55585558,NonStandard
0729784,55555555,NonStandard
0729784,55565556,NonStandard
0729784,55485548,NonStandard
0729784,55575557,NonStandard
0729784,55595559,NonStandard
0729784,55545554,NonStandard
0729784,55315531,NonStandard
0729784,65796579,NonStandard
0729784,65686568,NonStandard
0729784,65676567,NonStandard
0729784,65076507,NonStandard
0729784,65056505,NonStandard
0729784,65016501,NonStandard
0729784,60916091,NonStandard
0729784,60866086,NonStandard
0729784,54785478,NonStandard
0729784,55635563,NonStandard
0729784,55285528,NonStandard
0729784,54795479,NonStandard
0729784,55305530,NonStandard
0729784,55475547,NonStandard
0729784,55325532,NonStandard
0729784,55335533,NonStandard
0729784,55345534,NonStandard
0729784,55355535,NonStandard
0729784,55365536,NonStandard
0729784,55375537,NonStandard
0729784,55385538,NonStandard
0729784,55435543,NonStandard
0729784,55445544,NonStandard
0729784,55455545,NonStandard
0729784,55465546,NonStandard
0729784,55295529,NonStandard
0729784,56535653,NonStandard
0729784,56085608,NonStandard
0729784,56095609,NonStandard
0729784,56265626,NonStandard
0729784,56285628,NonStandard
0729784,56305630,NonStandard
0729784,56315631,NonStandard
0729784,56325632,NonStandard
0729784,56335633,NonStandard
0729784,56365636,NonStandard
0729784,56915691,NonStandard
0729784,56445644,NonStandard
0729784,56495649,NonStandard
0729784,55815581,NonStandard
0729784,56525652,NonStandard
0729784,56055605,NonStandard
0729784,56555655,NonStandard
0729784,56575657,NonStandard
0729784,56585658,NonStandard
0729784,56645664,NonStandard
0729784,56695669,NonStandard
0729784,56705670,NonStandard
0729784,56715671,NonStandard
0729784,56945694,NonStandard
0729784,56975697,NonStandard
0729784,57115711,NonStandard
0729784,57135713,NonStandard
0729784,59925992,NonStandard
0729784,59935993,NonStandard
0729784,56505650,NonStandard
0729784,55885588,NonStandard
0729784,55655565,NonStandard
0729784,55665566,NonStandard
0729784,55675567,NonStandard
0729784,55725572,NonStandard
0729784,55735573,NonStandard
0729784,55745574,NonStandard
0729784,55755575,NonStandard
0729784,55765576,NonStandard
0729784,55775577,NonStandard
0729784,55785578,NonStandard
0729784,55795579,NonStandard
0729784,55805580,NonStandard
0729784,55835583,NonStandard
0729784,56075607,NonStandard
0729784,55965596,NonStandard
0729784,55645564,NonStandard
0729784,56035603,NonStandard
0729784,56025602,NonStandard
0729784,56015601,NonStandard
0729784,56005600,NonStandard
0729784,55855585,NonStandard
0729784,55975597,NonStandard
0729784,55875587,NonStandard
0729784,55955595,NonStandard
0729784,55945594,NonStandard
0729784,55935593,NonStandard
0729784,55925592,NonStandard
0729784,55895589,NonStandard
0729784,56065606,NonStandard
0729784,55985598,NonStandard
0729784,56965696,NonStandard
0729784,73387338,NonStandard
0729784,73777377,NonStandard
0729784,73107310,NonStandard
0729784,73197319,NonStandard
0729784,73747374,NonStandard
0729784,72847284,NonStandard
0729784,78927892,NonStandard
0729784,72757275,NonStandard
0729784,73717371,NonStandard
0729784,73687368,NonStandard
0729784,73417341,NonStandard
0729784,78717871,NonStandard
0729784,79017901,NonStandard
0729784,78627862,NonStandard
0729784,73447344,NonStandard
0729784,72937293,NonStandard
0729784,78537853,NonStandard
0729784,73477347,NonStandard
0729784,73397339,NonStandard
0729784,73117311,NonStandard
0729784,79037903,NonStandard
0729784,73727372,NonStandard
0729784,72857285,NonStandard
0729784,78647864,NonStandard
0729784,78947894,NonStandard
0729784,73757375,NonStandard
0729784,73207320,NonStandard
0729784,73487348,NonStandard
0729784,72767276,NonStandard
0729784,72947294,NonStandard
0729784,73787378,NonStandard
0729784,78737873,NonStandard
0729784,73457345,NonStandard
0729784,78557855,NonStandard
0729784,73427342,NonStandard
0729784,73697369,NonStandard
0729784,72997299,NonStandard
0729784,78967896,NonStandard
0729784,72727272,NonStandard
0729784,73337333,NonStandard
0729784,73037303,NonStandard
0729784,72817281,NonStandard
0729784,72327232,NonStandard
0729784,78497849,NonStandard
0729784,72407240,NonStandard
0729784,78847884,NonStandard
0729784,73257325,NonStandard
0729784,78577857,NonStandard
0729784,78757875,NonStandard
0729784,72107210,NonStandard
0729784,78807880,NonStandard
0729784,73167316,NonStandard
0729784,79107910,NonStandard
0729784,72217221,NonStandard
0729784,79057905,NonStandard
0729784,72907290,NonStandard
0729784,73297329,NonStandard
0729784,78887888,NonStandard
0729784,78667866,NonStandard
0729784,72447244,NonStandard
0729784,73077307,NonStandard
0729784,72457245,NonStandard
0729784,79117911,NonStandard
0729784,72417241,NonStandard
0729784,73347334,NonStandard
0729784,73307330,NonStandard
0729784,73267326,NonStandard
0729784,72187218,NonStandard
0729784,78817881,NonStandard
0729784,72227222,NonStandard
0729784,78857885,NonStandard
0729784,78897889,NonStandard
0729784,78507850,NonStandard
0729784,72297229,NonStandard
0729784,72077207,NonStandard
0729784,73047304,NonStandard
0729784,72337233,NonStandard
0729784,73007300,NonStandard
0729784,72117211,NonStandard
0729784,72237223,NonStandard
0729784,78517851,NonStandard
0729784,73277327,NonStandard
0729784,79127912,NonStandard
0729784,72197219,NonStandard
0729784,73017301,NonStandard
0729784,72087208,NonStandard
0729784,73357335,NonStandard
0729784,72307230,NonStandard
0729784,72347234,NonStandard
0729784,72467246,NonStandard
0729784,78867886,NonStandard
0729784,72127212,NonStandard
0729784,72427242,NonStandard
0729784,78907890,NonStandard
0729784,73317331,NonStandard
0729784,73057305,NonStandard
0729784,78827882,NonStandard
0729784,72097209,NonStandard
0729784,72357235,NonStandard
0729784,78837883,NonStandard
0729784,72247224,NonStandard
0729784,73067306,NonStandard
0729784,78917891,NonStandard
0729784,72317231,NonStandard
0729784,72207220,NonStandard
0729784,73027302,NonStandard
0729784,78877887,NonStandard
0729784,72137213,NonStandard
0729784,73287328,NonStandard
0729784,73327332,NonStandard
0729784,72437243,NonStandard
0729784,78527852,NonStandard
0729784,72477247,NonStandard
0729784,73367336,NonStandard
0729784,79137913,NonStandard
0729784,72147214,NonStandard
0729784,72167216,NonStandard
0729784,78587858,NonStandard
0729784,78767876,NonStandard
0729784,78677867,NonStandard
0729784,72257225,NonStandard
0729784,72277227,NonStandard
0729784,79147914,NonStandard
0729784,72367236,NonStandard
0729784,78977897,NonStandard
0729784,79177917,NonStandard
0729784,72387238,NonStandard
0729784,79067906,NonStandard
0729784,79167916,NonStandard
0729784,79157915,NonStandard
0729784,79187918,NonStandard
0729784,72057205,NonStandard
0729784,72037203,NonStandard
0729784,78777877,NonStandard
0729784,78687868,NonStandard
0729784,72067206,NonStandard
0729784,72837283,NonStandard
0729784,72157215,NonStandard
0729784,78987898,NonStandard
0729784,73187318,NonStandard
0729784,78597859,NonStandard
0729784,72927292,NonStandard
0729784,72267226,NonStandard
0729784,73097309,NonStandard
0729784,72287228,NonStandard
0729784,72397239,NonStandard
0729784,72377237,NonStandard
0729784,72177217,NonStandard
0729784,79077907,NonStandard
0729784,72047204,NonStandard
0729784,72747274,NonStandard
0729784,73407340,NonStandard
0729784,79087908,NonStandard
0729784,72867286,NonStandard
0729784,73217321,NonStandard
0729784,72777277,NonStandard
0729784,73127312,NonStandard
0729784,73797379,NonStandard
0729784,72957295,NonStandard
0729784,78607860,NonStandard
0729784,73497349,NonStandard
0729784,78997899,NonStandard
0729784,73437343,NonStandard
0729784,73737373,NonStandard
0729784,73467346,NonStandard
0729784,73707370,NonStandard
0729784,78787878,NonStandard
0729784,78697869,NonStandard
0729784,73767376,NonStandard
0216785,01470147,NonStandard
0216785,01480148,NonStandard
0216785,01490149,NonStandard
